City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
371,alta floresta,BR,2021-10-03 21:27:08,-9.8756,-56.0861,85.33,52,100,5.7,moderate rain
372,northam,GB,2021-10-03 21:22:34,51.0333,-4.2167,56.66,90,11,13.8,light rain
373,san rafael,AR,2021-10-03 21:27:08,-34.6177,-68.3301,64.44,12,0,8.9,clear sky
374,la ronge,CA,2021-10-03 21:21:03,55.1001,-105.2842,64.65,24,20,4.61,few clouds
375,bacalar,MX,2021-10-03 21:27:09,18.6667,-88.3833,82.51,78,75,0.0,broken clouds
376,salalah,OM,2021-10-03 21:27:09,17.0151,54.0924,80.69,89,75,6.91,broken clouds
377,tiksi,RU,2021-10-03 21:21:52,71.6872,128.8694,24.67,88,98,14.07,overcast clouds
378,kichera,RU,2021-10-03 21:27:10,55.9375,110.0997,33.13,77,100,3.94,overcast clouds
379,quixeramobim,BR,2021-10-03 21:27:10,-5.1992,-39.2928,89.73,31,10,5.39,clear sky
380,xining,CN,2021-10-03 21:27:10,36.6167,101.7667,38.55,93,100,2.15,overcast clouds
381,zhigansk,RU,2021-10-03 21:27:11,66.7697,123.3711,25.75,85,98,6.31,overcast clouds
382,mpulungu,ZM,2021-10-03 21:27:11,-8.7623,31.1141,76.98,66,100,2.15,overcast clouds
383,arinos,BR,2021-10-03 21:27:12,-15.9169,-46.1056,94.53,19,71,0.85,broken clouds
384,esso,RU,2021-10-03 21:27:12,55.9333,158.7,37.71,100,100,5.57,light rain
385,college,US,2021-10-03 21:21:09,64.8569,-147.8028,35.58,95,75,4.61,light snow
386,zverinogolovskoye,RU,2021-10-03 21:27:12,54.4586,64.8542,30.25,85,90,8.39,overcast clouds
387,lao cai,VN,2021-10-03 21:27:13,22.4833,103.95,74.84,97,96,1.28,light rain
388,dudinka,RU,2021-10-03 21:27:13,69.4058,86.1778,17.98,96,97,3.18,overcast clouds
389,vanimo,PG,2021-10-03 21:20:33,-2.6741,141.3028,76.73,85,97,3.13,overcast clouds
390,bandarbeyla,SO,2021-10-03 21:22:07,9.4942,50.8122,78.78,83,85,20.78,overcast clouds
391,nalut,LY,2021-10-03 21:27:14,30.3333,10.85,78.17,29,0,9.78,clear sky
392,kollam,IN,2021-10-03 21:27:14,8.8833,76.6,78.67,86,100,3.8,overcast clouds
393,kiunga,PG,2021-10-03 21:20:33,-6.1219,141.2906,70.7,99,94,0.87,overcast clouds
394,port hedland,AU,2021-10-03 21:24:18,-20.3167,118.5667,59.05,67,2,4.61,clear sky
395,kattivakkam,IN,2021-10-03 21:27:14,13.2167,80.3167,82.49,79,13,5.93,few clouds
396,guarapari,BR,2021-10-03 21:27:15,-20.6667,-40.4975,78.69,80,6,22.57,clear sky
397,timmins,CA,2021-10-03 21:23:32,48.4669,-81.3331,64.22,59,40,4.61,scattered clouds
398,fort dodge,US,2021-10-03 21:27:15,42.4975,-94.168,76.44,33,1,11.5,clear sky
399,ilulissat,GL,2021-10-03 21:21:01,69.2167,-51.1,28.42,64,100,2.3,overcast clouds
400,puro,PH,2021-10-03 21:27:16,12.4841,123.3827,78.06,93,100,13.0,moderate rain
401,blytheville,US,2021-10-03 21:26:11,35.9273,-89.919,82.54,54,20,8.01,few clouds
402,chegdomyn,RU,2021-10-03 21:27:16,51.1167,133.0167,28.62,88,12,1.23,few clouds
403,robertsport,LR,2021-10-03 21:27:17,6.7533,-11.3686,79.97,85,71,7.47,broken clouds
404,tual,ID,2021-10-03 21:21:37,-5.6667,132.75,80.65,67,98,7.63,overcast clouds
405,andros,GR,2021-10-03 21:27:17,37.8333,24.9333,67.41,61,12,15.01,few clouds
406,general pico,AR,2021-10-03 21:27:17,-35.6566,-63.7568,63.25,32,6,9.69,clear sky
407,malveira,PT,2021-10-03 21:24:47,38.9321,-9.2578,59.72,77,0,8.05,clear sky
408,hanyang,CN,2021-10-03 21:27:18,32.1371,105.5126,59.81,90,99,11.88,moderate rain
409,santa rosa,PH,2021-10-03 21:27:18,14.3122,121.1114,80.91,87,100,5.1,heavy intensity rain
410,caravelas,BR,2021-10-03 21:27:19,-17.7125,-39.2481,76.3,79,6,13.13,clear sky
411,quatre cocos,MU,2021-10-03 21:16:50,-20.2078,57.7625,72.09,80,37,15.26,light rain
412,tigil,RU,2021-10-03 21:27:19,57.8,158.6667,41.83,92,100,15.05,light rain
413,cayenne,GF,2021-10-03 21:27:19,4.9333,-52.3333,86.04,73,0,4.0,clear sky
414,swellendam,ZA,2021-10-03 21:27:20,-34.0226,20.4417,48.58,88,41,1.79,scattered clouds
415,vaitape,PF,2021-10-03 21:27:20,-16.5167,-151.75,78.62,72,40,10.6,scattered clouds
416,varkkallai,IN,2021-10-03 21:27:20,8.7341,76.7067,78.58,88,100,3.69,overcast clouds
417,tucuma,BR,2021-10-03 21:27:21,-0.1833,-50.05,83.71,66,99,12.06,overcast clouds
418,buala,SB,2021-10-03 21:24:35,-8.145,159.5921,81.27,79,66,2.77,broken clouds
419,edd,ER,2021-10-03 21:27:21,13.9297,41.6925,87.04,71,100,2.39,overcast clouds
420,porto novo,BJ,2021-10-03 21:27:21,6.4965,2.6036,82.22,87,31,4.81,scattered clouds
421,le port,RE,2021-10-03 21:27:22,-20.9373,55.2919,73.4,78,2,6.96,clear sky
422,sorong,ID,2021-10-03 21:27:22,-0.8833,131.25,77.05,88,100,9.75,overcast clouds
423,udachnyy,RU,2021-10-03 21:21:35,66.4167,112.4,27.1,79,100,4.36,overcast clouds
424,urubamba,PE,2021-10-03 21:27:22,-13.3047,-72.1158,74.3,57,69,8.66,broken clouds
425,marzuq,YE,2021-10-03 21:27:23,14.4,46.4667,76.01,59,100,8.57,overcast clouds
426,sarwar,IN,2021-10-03 21:27:23,26.0667,75.0,79.48,74,8,8.63,clear sky
427,puerto narino,CO,2021-10-03 21:27:24,-3.7703,-70.3831,80.55,64,89,2.86,light rain
428,campo maior,BR,2021-10-03 21:26:35,-4.8278,-42.1686,89.67,22,5,4.38,clear sky
429,barvinkove,UA,2021-10-03 21:27:24,48.9097,37.0205,45.55,50,0,8.08,clear sky
430,conway,US,2021-10-03 21:27:25,35.0887,-92.4421,84.09,56,1,10.36,clear sky
431,saint-joseph,RE,2021-10-03 21:22:22,-21.3667,55.6167,71.98,80,21,10.94,light rain
432,albion,US,2021-10-03 21:27:25,42.2431,-84.753,74.01,88,40,0.0,scattered clouds
433,miramar,US,2021-10-03 21:24:16,25.9873,-80.2323,87.01,63,40,12.66,scattered clouds
434,ankang,CN,2021-10-03 21:27:26,32.68,109.0172,71.37,91,82,1.74,broken clouds
435,muzhi,RU,2021-10-03 21:27:26,65.3667,64.6667,29.21,77,36,6.51,scattered clouds
436,kloulklubed,PW,2021-10-03 21:17:18,7.0419,134.2556,83.57,72,81,8.59,broken clouds
437,santa cruz de la palma,ES,2021-10-03 21:27:26,28.6835,-17.7642,73.54,73,0,14.97,clear sky
438,pacific grove,US,2021-10-03 21:21:23,36.6177,-121.9166,98.58,54,1,4.0,clear sky
439,oudtshoorn,ZA,2021-10-03 21:27:27,-33.5907,22.2014,46.76,83,23,3.31,few clouds
440,jharsuguda,IN,2021-10-03 21:27:28,21.85,84.0333,76.17,89,100,1.83,light rain
441,metro,ID,2021-10-03 21:27:28,-5.1131,105.3067,74.97,88,99,5.39,overcast clouds
442,santander,ES,2021-10-03 21:27:28,43.4647,-3.8044,59.47,79,20,5.01,few clouds
443,inhambane,MZ,2021-10-03 21:27:29,-23.865,35.3833,72.05,93,99,8.25,overcast clouds
444,maragogi,BR,2021-10-03 21:27:29,-9.0122,-35.2225,76.68,83,11,10.04,few clouds
445,armidale,AU,2021-10-03 21:27:29,-30.5167,151.65,61.81,42,5,15.41,clear sky
446,porto walter,BR,2021-10-03 21:27:30,-8.2686,-72.7439,94.57,37,73,3.85,broken clouds
447,oranjemund,NA,2021-10-03 21:27:30,-28.55,16.4333,55.04,80,2,22.86,clear sky
448,hualmay,PE,2021-10-03 21:22:09,-11.0964,-77.6139,65.82,74,49,10.8,scattered clouds
449,torrelavega,ES,2021-10-03 21:27:30,43.3494,-4.0479,59.81,87,23,5.01,few clouds
450,ajmer,IN,2021-10-03 21:27:31,26.45,74.6333,77.49,75,10,7.49,clear sky
451,idukki,IN,2021-10-03 21:27:31,9.85,76.9667,71.24,99,100,1.54,overcast clouds
452,ntoum,GA,2021-10-03 21:27:31,0.3833,9.7833,78.57,94,100,3.78,light rain
453,prince rupert,CA,2021-10-03 21:24:34,54.3161,-130.3201,49.69,75,90,10.36,light rain
454,ashland,US,2021-10-03 21:27:32,40.8167,-82.2665,73.42,84,93,8.34,overcast clouds
455,goroka,PG,2021-10-03 21:27:32,-6.0834,145.3873,62.4,96,86,1.61,overcast clouds
456,wukari,NG,2021-10-03 21:27:32,7.85,9.7833,76.82,85,31,5.28,scattered clouds
457,oussouye,SN,2021-10-03 21:27:33,12.485,-16.5469,84.38,83,98,4.27,overcast clouds
458,sistranda,NO,2021-10-03 21:27:33,63.7256,8.834,57.9,92,100,21.88,light rain
459,pisco,PE,2021-10-03 21:21:00,-13.7,-76.2167,66.25,68,0,18.41,clear sky
460,sicuani,PE,2021-10-03 21:27:34,-14.2694,-71.2261,50.45,70,99,10.98,overcast clouds
461,ambulu,ID,2021-10-03 21:23:40,-8.345,113.6058,74.1,89,52,1.21,broken clouds
462,rundu,NA,2021-10-03 21:27:34,-17.9333,19.7667,72.36,15,64,6.49,broken clouds
463,bam,IR,2021-10-03 21:22:42,29.106,58.357,76.93,19,3,11.65,clear sky
464,curup,ID,2021-10-03 21:27:35,-3.4667,102.5333,67.01,96,100,1.72,moderate rain
465,te anau,NZ,2021-10-03 21:22:36,-45.4167,167.7167,46.18,97,100,2.48,overcast clouds
466,palladam,IN,2021-10-03 21:27:35,10.9833,77.3,77.2,89,90,9.66,overcast clouds
467,eganville,CA,2021-10-03 21:27:36,45.5334,-77.0994,54.73,95,100,4.56,overcast clouds
468,hengshui,CN,2021-10-03 21:27:36,37.7322,115.7011,60.42,78,100,12.75,overcast clouds
469,beisfjord,NO,2021-10-03 21:27:36,68.3751,17.5988,59.05,88,100,10.51,overcast clouds
470,lithgow,AU,2021-10-03 21:27:37,-33.4833,150.15,51.87,66,0,9.91,clear sky
471,minas,UY,2021-10-03 21:27:37,-34.3759,-55.2377,54.52,66,86,12.24,overcast clouds
472,kaitangata,NZ,2021-10-03 21:16:08,-46.2817,169.8464,49.93,77,100,14.38,overcast clouds
473,fukue,JP,2021-10-03 21:27:38,32.6881,128.8419,76.96,71,3,17.65,clear sky
474,ghanzi,BW,2021-10-03 21:27:38,-21.5667,21.7833,62.13,12,0,8.86,clear sky
475,arvika,SE,2021-10-03 21:27:38,59.6553,12.5852,56.1,95,100,14.34,light rain
476,lorengau,PG,2021-10-03 21:23:51,-2.0226,147.2712,80.31,80,91,5.32,overcast clouds
477,carmelo,UY,2021-10-03 21:25:16,-33.9892,-58.2856,61.2,51,32,11.27,scattered clouds
478,yarkovo,RU,2021-10-03 21:27:39,57.4028,67.0786,29.8,87,75,9.17,broken clouds
479,gat,IL,2021-10-03 21:24:04,31.61,34.7642,74.08,71,30,5.97,scattered clouds
480,mahon,ES,2021-10-03 21:27:39,39.8885,4.2658,73.96,73,40,8.05,scattered clouds
481,salym,RU,2021-10-03 21:27:40,60.0625,71.4789,28.89,95,99,7.47,overcast clouds
482,barranca,PE,2021-10-03 21:22:21,-10.75,-77.7667,64.49,75,81,11.36,broken clouds
483,rantepao,ID,2021-10-03 21:27:40,-2.9701,119.8978,66.9,97,100,1.01,overcast clouds
484,boueni,YT,2021-10-03 21:27:41,-12.9025,45.0761,76.98,74,62,8.41,broken clouds
485,luanda,AO,2021-10-03 21:21:38,-8.8368,13.2343,73.4,78,20,9.22,few clouds
486,vila velha,BR,2021-10-03 21:21:00,-20.3297,-40.2925,78.75,83,0,18.41,clear sky
487,krasnoselkup,RU,2021-10-03 21:27:42,65.7,82.4667,20.7,88,37,9.66,scattered clouds
488,shahe,CN,2021-10-03 21:27:42,39.2708,113.5478,52.7,68,100,3.89,overcast clouds
489,cairns,AU,2021-10-03 21:23:41,-16.9167,145.7667,80.1,89,5,3.44,clear sky
490,kabinda,CD,2021-10-03 21:27:42,-6.1333,24.4833,68.88,87,100,0.38,overcast clouds
491,berlevag,NO,2021-10-03 21:21:37,70.8578,29.0864,53.55,58,0,41.43,clear sky
492,nianzishan,CN,2021-10-03 21:27:43,47.5167,122.8833,39.78,82,99,4.18,overcast clouds
493,belmonte,BR,2021-10-03 21:27:43,-15.8631,-38.8828,79.3,78,7,13.62,clear sky
494,ustyuzhna,RU,2021-10-03 21:27:44,58.8394,36.4321,39.36,88,34,4.7,scattered clouds
495,candolim,IN,2021-10-03 21:27:44,15.5181,73.7626,80.29,88,27,5.84,scattered clouds
496,boende,CD,2021-10-03 21:27:44,-0.2167,20.8667,70.65,98,93,4.21,overcast clouds
497,beyla,GN,2021-10-03 21:27:45,8.6833,-8.6333,70.63,91,46,1.07,scattered clouds
498,kieta,PG,2021-10-03 21:20:45,-6.2167,155.6333,81.0,76,100,1.68,overcast clouds
499,springbok,ZA,2021-10-03 21:20:46,-29.6643,17.8865,47.44,44,0,6.22,clear sky
500,slave lake,CA,2021-10-03 21:27:45,55.2834,-114.769,53.58,24,1,27.63,clear sky
501,roald,NO,2021-10-03 21:27:46,62.5833,6.1333,59.92,54,0,8.05,clear sky
502,leninogorsk,RU,2021-10-03 21:27:46,54.6026,52.4609,39.16,87,83,5.59,broken clouds
503,lubango,AO,2021-10-03 21:27:47,-14.9172,13.4925,61.83,41,34,4.09,scattered clouds
504,gayeri,BF,2021-10-03 21:27:47,12.6497,0.4931,86.11,42,2,7.96,clear sky
505,bacolod,PH,2021-10-03 21:27:47,10.6667,122.95,76.53,91,100,7.0,moderate rain
506,goba,ET,2021-10-03 21:27:48,7.0167,39.9833,50.11,91,78,3.83,broken clouds
507,verkhoyansk,RU,2021-10-03 21:24:04,67.5447,133.385,21.88,91,67,3.33,broken clouds
508,athabasca,CA,2021-10-03 21:22:33,54.7169,-113.2854,53.42,27,70,17.25,broken clouds
509,stavern,NO,2021-10-03 21:27:49,59.0,10.0333,52.3,96,100,16.33,moderate rain
510,rincon,US,2021-10-03 21:24:34,32.296,-81.2354,86.18,61,40,0.0,scattered clouds
511,broome,US,2021-10-03 21:17:50,42.2506,-75.833,68.02,80,90,3.0,overcast clouds
512,medea,DZ,2021-10-03 21:27:49,36.2642,2.7539,61.25,67,14,2.8,few clouds
513,honiara,SB,2021-10-03 21:20:56,-9.4333,159.95,81.27,83,23,1.99,few clouds
514,arequipa,PE,2021-10-03 21:24:46,-16.3989,-71.535,66.27,20,0,13.8,clear sky
515,victor harbor,AU,2021-10-03 21:27:50,-35.5667,138.6167,54.81,82,37,23.38,scattered clouds
516,saint-denis,FR,2021-10-03 21:27:50,48.9167,2.3333,56.17,83,0,3.0,clear sky
517,aykhal,RU,2021-10-03 21:23:22,66.0,111.5,26.28,81,100,4.54,overcast clouds
518,nhulunbuy,AU,2021-10-03 21:27:50,-12.2333,136.7667,77.61,88,75,6.91,broken clouds
519,birin,NP,2021-10-03 21:27:51,26.8865,88.0718,59.52,89,100,5.08,overcast clouds
520,bougouni,ML,2021-10-03 21:27:51,11.417,-7.479,78.37,68,18,3.6,few clouds
521,ranong,TH,2021-10-03 21:27:52,9.9658,98.6348,77.92,87,66,4.07,broken clouds
522,de-kastri,RU,2021-10-03 21:27:52,51.4667,140.7833,36.97,83,4,6.6,clear sky
523,cristalina,BR,2021-10-03 21:27:52,-16.7686,-47.6136,80.28,37,78,2.71,broken clouds
524,yaan,NG,2021-10-03 21:27:53,7.3833,8.5667,75.43,87,36,4.94,scattered clouds
525,balotra,IN,2021-10-03 21:27:53,25.8333,72.2333,83.37,62,6,10.09,clear sky
526,bosaso,SO,2021-10-03 21:27:53,11.2842,49.1816,88.03,62,20,2.01,few clouds
527,gabu,GW,2021-10-03 21:27:54,12.2833,-14.2167,79.63,81,98,2.95,overcast clouds
528,ilovlya,RU,2021-10-03 21:27:54,49.3033,43.9796,45.01,78,23,6.8,few clouds
529,biak,ID,2021-10-03 21:27:55,-0.9131,122.8766,75.36,82,96,8.77,overcast clouds
530,alofi,NU,2021-10-03 21:21:24,-19.0595,-169.9187,76.89,88,81,14.97,light rain
531,srednekolymsk,RU,2021-10-03 21:20:08,67.45,153.6833,22.64,94,98,4.23,overcast clouds
532,falam,MM,2021-10-03 21:20:58,22.9167,93.6833,60.64,99,100,3.4,overcast clouds
533,inta,RU,2021-10-03 21:27:56,66.0317,60.1659,30.99,88,87,7.94,overcast clouds
534,gualaquiza,EC,2021-10-03 21:27:57,-3.4,-78.55,72.34,89,45,1.79,moderate rain
535,hay river,CA,2021-10-03 21:27:57,60.8156,-115.7999,53.58,32,75,12.66,broken clouds
536,paysandu,UY,2021-10-03 21:23:26,-32.3214,-58.0756,59.61,58,100,6.29,overcast clouds
537,rypefjord,NO,2021-10-03 21:27:58,70.6333,23.6667,52.27,66,0,19.57,clear sky
538,lozovik,RS,2021-10-03 21:27:59,44.4677,21.1007,61.05,49,29,7.29,scattered clouds
539,lahan,NP,2021-10-03 21:27:59,26.7296,86.4951,75.63,87,100,1.57,overcast clouds
540,shurugwi,ZW,2021-10-03 21:28:00,-19.6702,30.0059,61.99,77,66,4.99,broken clouds
541,pedernales,DO,2021-10-03 21:28:00,18.0384,-71.744,81.28,66,100,11.3,overcast clouds
542,iacu,BR,2021-10-03 21:28:00,-12.7672,-40.2117,83.88,46,13,11.25,few clouds
543,walvis bay,NA,2021-10-03 21:24:19,-22.9575,14.5053,54.09,87,0,6.91,clear sky
544,lagunas,PE,2021-10-03 21:28:01,-5.2269,-75.6753,89.11,54,99,3.11,overcast clouds
545,urumqi,CN,2021-10-03 21:20:24,43.801,87.6005,38.35,75,0,2.24,clear sky
546,north charleston,US,2021-10-03 21:23:47,32.8886,-80.0075,79.92,84,75,5.75,broken clouds
547,ada,US,2021-10-03 21:28:01,43.4166,-116.1262,81.73,17,1,1.01,clear sky
548,olavarria,AR,2021-10-03 21:28:02,-36.8927,-60.3225,58.01,45,58,4.7,broken clouds
549,baykalovo,RU,2021-10-03 21:28:02,57.3981,63.7684,30.47,84,100,8.08,overcast clouds
550,kinablangan,PH,2021-10-03 21:28:03,7.6947,126.5503,76.68,85,100,4.79,overcast clouds
551,pasighat,IN,2021-10-03 21:28:03,28.0667,95.3333,72.99,98,100,2.84,overcast clouds
552,beloha,MG,2021-10-03 21:21:18,-25.1667,45.05,71.58,77,5,0.96,clear sky
553,ende,ID,2021-10-03 21:28:03,-8.8432,121.6623,77.2,86,94,4.16,overcast clouds
554,czersk,PL,2021-10-03 21:28:04,53.7959,17.9765,55.54,68,97,9.53,overcast clouds
555,margate,GB,2021-10-03 21:28:04,51.3813,1.3862,55.04,82,0,1.99,clear sky
556,puerto carreno,CO,2021-10-03 21:23:26,6.189,-67.4859,92.01,51,29,3.51,scattered clouds
557,kupang,ID,2021-10-03 21:20:36,-10.1667,123.5833,75.58,84,52,3.83,broken clouds
558,ambovombe,MG,2021-10-03 21:28:05,-25.1667,46.0833,71.11,83,1,5.88,clear sky
